Unnamed: 0,48. Simple Verbs,48.மூலக்ரியா பதா3ன்,मूलक्रिया पदान,ꢪꢹꢭꢒ꣄ꢬꢶꢫꢵ ꢦꢣꢵꢥ꣄
புலம்பு (இன்)  ,rave (weeping talk)/complain,சூக் மென்லி ரோட்,चूक म॑न्लि रोट,ꢗꢹꢒ꣄ ꢪꢾꢥ꣄ꢭꢶ ꢬꣂꢜ꣄
புலர் (ந்த்)  ,dawn,பை2லிபா2ர் ஹோ/ ஸொளபா2ர் ஹோ,"फैलिफार हो, सा॑लफार हो","ꢧꣀꢭꢶꢧꢵꢬ꣄ ꢲꣂ, ꢱꣁꢭꢧꢵꢬ꣄ ꢲꣂ"
புழங்கு (இன்)  ,be in use,வவ்ரினிம் ரா:/ ப்ரயோகு3ம் ரா:/ நூகு3ம் ரா:/ ரப்தாம் ரா:,"वव्रिनिम र्हा, प्रयोगुम र्हा, नूगुम रा, रप्ताम र्हा","ꢮꢮ꣄ꢬꢶꢥꢶꢪ꣄ ꢬꢴꢵ, ꢦꢬꢶꢫꣂꢔꢸꢪ꣄ ꢬꢴꢵ, ꢪꢷꢔꢸꢪ꣄ ꢬꢴꢵ, ꢬꢦ꣄ꢡꢵꢪ꣄ ꢬꢴꢵ"
புழு (த்த்)  ,be rotten,முர்க3யி ரா:,मुर्गयि र्हा,ꢪꢸꢬ꣄ꢔꢫꢶ ꢬꢴꢵ
புழுக்கு (இன்)  ,boil,ஸிஜ்வி,सिज्वि,ꢱꢶꢙ꣄ꢮꢶ
புழுங்கு (இன்)  ,be sultry,ஸெகொ3 கேர்,स॑गा॑ केर,ꢱꢾꢔꣁ ꢒꢿꢬ꣄
புளி (த்த்)  ,"sour taste, ferment",விஜ்ஜாட்,विज्जाट,ꢮꢶꢙ꣄ꢙꢵꢜ꣄
புளுகு (இன்)  ,lie,சொட்3டொ3வத்தொகேர்,चा॑ड्डा॑वत्ता॑ केर,ꢗꣁꢞ꣄ꢞꣁꢮꢡ꣄ꢡꣁ ꢒꢿꢬ꣄
புறக்கணி (த்த்)  ,ignore,திரஸ்கார் கேர்,ꢡꢶतिरस्कार केर,ꢡꢶꢬꢱ꣄ꢒꢵꢬ꣄ ꢒꢿꢬ꣄
புறப்படு (ட்)  ,start,நிகி3ள்,निगिल्,ꢥꢶꢔꢶꢭ꣄
புனை (ந்த்)  ,wear,பி2ர்லே,फिर्ले,ꢧꢶꢬ꣄ꢭꢾ
பூ (த்த்)  ,Blossom(int),பூ2ல்(v),फूल,ꢧꢹꢭ꣄
பூசு (இன்)  ,Apply/ smear,லாவ்,लाव,ꢭꢵꢮ꣄
பூட்டு (இன்)  ,lock,பீ3கா4ல்,बीघाल्,ꢨꢷꢕꢵꢭ꣄
பூரி (த்த்)  ,feel elated,ஸொம்புபொந்தி3,सा॑म्पुपा॑न्दि,ꢱꣁꢪ꣄ꢦꢸꢦꣁꢥ꣄ꢣꢶ
பெரு (த்த்)  ,become stout,தெ3ள்கபோட்,द॑ळ्कपोट,ꢣꢾꢳ꣄꣄ꢒ ꢒꣂꢜ꣄
பெருக்கு (இன்)  ,"multiply, increase (tr.), ",கு3ணாட்3/ வேன் கேர்,"गुणाड, वेन केर","ꢔꢸꢠꢵꢞ꣄, ꢮꢿꢥ꣄ ꢒꢿꢬ꣄"
பெருகு (இன்)  ,increase (int.),வேன் ஹோ,वेन्हो,ꢮꢾꢥ ꢲꣂ
பெய் (த்)  ,rain,பொவ்ஸ் போட்,पा॑व्स्पोट,ꢦꣁꢮ꣄ꢱ꣄ ꢦꣂꢜ꣄
பெயர் (ந்த்)  ,change place,தா2ம் மர்சிலே,थाम मर्चिले,ꢢꢵꢪ꣄ ꢪꢬ꣄ꢗꢶꢭꢾ
பெயர் (த்த்)  ,translate,அனுவாத்3கேர்/ பா4ஷாந்தர் கேர்/ தர்ஜமொ கேர்,"अनुवाद्केर, भाषान्तर केर, तर्जमा॑ केर","ꢂꢥꢸꢮꢵꢣ꣄ꢒꢿꢬ꣄, ꢩꢵꢰꢵꢥ꣄ꢡꢬ꣄ ꢒꢿꢬ꣄, ꢡꢬ꣄ꢙꢪꣁ ꢒꢿꢬ꣄"
பெறு (ற்)  ,give birth,ஜேன்,जेन्,ꢙꢿꢥ꣄
பேதலி (த்த்)  ,Be deranged,நெளுவ் தொப்பி,नेळुव्ता॑प्पि,ꢥꢶꢳꢸꢮ꣄ ꢡꣁꢦ꣄ꢦꢶ
பேள் (ண்ட்)  ,pass stool,ஹக்3கி3,हग्गि,ꢲꢔ꣄ꢔꢶ
பொக்குளி (த்த்)  ,blister,பு2க்3கி3,फुग्गि,ꢧꢸꢔ꣄ꢔꢶ
பொங்கு (இன்)  ,Boil over,ஹுப்3பி3,हुब्बि,ꢲꢸꢨ꣄ꢨꢶ
பொசுக்கு (இன்)  ,scorch,சுண்டா3ட்3,चुण्डाड्,ꢗꢸꢠ꣄ꢞꢵꢞ꣄
பொசுங்கு (இன்)  ,be scorched,ஜளயி ஜா,जलयि जा,ꢙꢭꢫꢶ ꢙꢵ
பொடி (ந்த்)  ,be powdered,பு4ர்கொ ஹொய் ஜா,भुर्का॑ हा॑य जा,ꢩꢸꢬ꣄ꢒꣁ ꢲꣁꢫ ꣄ꢙꢵ
பொடி (த்த்)  ,powder,பு4ர்கொகேர்,भुर्का॑ केर,ꢩꢸꢬ꣄ꢒꣁ ꢒꢿꢬ꣄
பொத்து (இன்)  ,cover,ஜா2ய்,झाय,ꢚꢵꢫ꣄
பொய் (த்த்)  ,not happen/ fail,சல்னாதொ ரா:,चल्नाता॑ र्हा,ꢗꢭ꣄ꢥꢵꢡꣁ ꢬꢴꢵ
பொரி (ந்த்)  ,be fried (int.),பு4ஞ்ஜயி ரா:,भुञ्जयि र्हा,ꢩꢸꢛ꣄ꢙꢫꢶ ꢬꢴꢵ
பொரி (த்த்)  ,fry (tr.),பு4ஞ்ஜி,भुञ्जि,ꢩꢸꢛ꣄ꢙꢶ
பொரு (த்)  ,quarrel,வத்தா ஜ2க3ட்,वत्ता झगट,ꢮꢡ꣄ꢡꢵ ꢚꢔꢜ꣄
பொருத்து (இன்)  ,fix (tr.),செர்சி/ மிள்வி/மிளாட்,"च॑र्चि, मिळ्वि, मिळाट","ꢗꢾꢬ꣄ꢗꢶ, ꢪꢶꢳ꣄꣄ꢮꢶ, ꢪꢶꢳꢵꢜ꣄"
பொருந்து (இன்)  ,be fixed (int.),செரி ரா:/ மிளி ரா:,"च॑रि र्हा, मिलि र्हा","ꢗꢾꢬꢶ ꢬꢴꢵ, ꢪꢶꢭꢶ ꢬꢴꢵ"
பொருமு (இன்)  ,Groan/ sob,குங்கி3,कुङ्गि,ꢒꢸꢖ꣄ꢔꢶ
பொழி (ந்த்)  ,rain heavily,பொவ்ஸ் லுச்சி,पा॑स् लुच्चि,ꢦꣁꢮ꣄ꢱ꣄ ꢭꢸꢗ꣄ꢗꢶ
பொறு (த்த்)  ,tolerate,ஸமுலே,समुले,ꢱꢪꢸꢭꢿ
பொறுக்கு (இன்)  ,pick up,வெக்கி,व॑क्कि,ꢮꢾꢒ꣄ꢒꢶ
போக்கு (இன்)  ,remove,ஹேட்,हेट,ꢲꢿꢜ꣄
போதி (த்த்)  ,advise,உபதே3ஷ்கேர்,उपदेष्केर्,ꢆꢦꢣꢿꢰ꣄ ꢒꢿꢬ꣄
மக்கு (இன்)  ,decompose,முர்கி3ஜா,मुर्गि जा,ꢪꢸꢬ꣄ꢔ ꢶꢙꢵ
மங்கு (இன்)  ,Fade away,மக்3கு3னொபோட்,मग्गुना॑ पोट्,ꢪꢔ꣄ꢔꢸꢥꣁ ꢦꣂꢜ꣄
மட்கு (இன்)  ,decompose,முர்கி3,मुर्गि,ꢪꢸꢬ꣄ꢔꢶ
மடக்கு (இன்)  ,fold (tr.),மொண்சி,मा॑ण्चि,ꢪꣁꢠ꣄ꢗꢶ
மடங்கு (இன்)  ,be folded (int.),மொண்சயி ரா:,मा॑ण्च्यि र्हा,ꢪꣁꢠ꣄ꢗꢫꢶ ꢬꢴꢵ
மண (ந்த்)  ,marry,ஹொராட்கெர்லே,हा॑राट् क॑र्ले,ꢲꣁꢬꢵꢜ꣄ ꢒꢾꢬ꣄ꢭꢾ
மண (ந்த்)  ,smell (int.),வஸுனயி ரா:,वसुनयि र्हा,ꢮꢱꢸꢥꢫꢶ ꢬꢴꢵ
மணத்து (இன்)  ,smell (tr.),ஹுங்கி3ஸா,हुङ्गि ꢱꢵसा,ꢲꢸꢖ꣄ꢔꢶ ꢱꢵ
மதி (த்த்)  ,respect(tr.),மொர்கி3யாத் தே3,मा॑र्गियात्दे,ꢪꣁꢬ꣄ꢔꢶꢫꢵꢡ꣄ ꢣꢿ
மர (த்த்)  ,go numb,திமுர் தே4ர்,तिमुर् धेर,ꢡꢶꢪꢸꢬ꣄ ꢤꢿꢬ꣄
மரி (த்த்)  ,die,மோர்,मोर्,ꢪꣂꢬ꣄
மருட்டு (இன்)  ,Be deceived / be hazy(int),அர்த2மோஹ் பொந்தி3,अर्थमोह पा॑न्दि,ꢂꢬ꣄ꢢꢪꣂꢲ꣄ ꢦꣁꢥ꣄ꢣꢶ
மல்லார் (ந்த்)  ,lie looking up,ஹுத3ன  நிஞ்ஜி,हुदना॑ निञ्जि,ꢲꢸꢣꢥ ꢥꢶꢛ꣄ꢙꢶ
மலி (ந்த்)  ,become cheap,ஸொங்க3போட்,सा॑ङ्ग पोट्,ꢱꣁꢖ꣄ꢔ ꢦꣂꢜ꣄
மலை (த்த்)  ,Be stunned / be amazed(int),ஆஶ்சர்யுபோட்,आश्चर्युपोट्,ꢃꢯ꣄ꢗꢬ꣄ꢫꢸ ꢦꣂꢜ꣄
மழி (த்த்)  ,shave(tr.),ஸொவ்ரம்கேர்,सा॑व्रम्केर,ꢱꣁꢮ꣄ꢬꢪ꣄ ꢒꢿꢬ꣄
மழுக்கு (இன்)  ,blunt (tr.),மொனொ ஜவாட்,माअ॑ना॑ जवाट,ꢪꣁꢥꣁ ꢙꢮꢵꢜ꣄
மழுங்கு (இன்)  ,be blunt (int.),மொனொ நீ:த்த ரா:,मा॑ना॑ न्हीत्त र्हा,ꢪꣁꢥꣁ ꢥꢴꢷꢡ꣄ꢡ ꢬꢴꢵ
மழுப்பு (இன்)  ,deceive,வத்தொ து3ள்கி,वत्ता॑ दुळ्कि,ꢮꢡ꣄ꢡꣁ ꢣꢸꢳ꣄꣄ꢒꢶ
மற (ந்த்)  ,Forget(tr.),விஸ்ரள்ளே,विस्रळ्ळे,ꢮꢶꢱ꣄ꢬꢳ꣄ꢳꢿ
மறி (த்த்)  ,obstruct,அவ்ட3போட்,अव्ड पोट्,ꢂꢮꢞ ꢦꣁꢜ꣄
மறு (த்த்)  ,deny,ஆட்ஷேபணொகேர்,आट्षेपणा॑ केर्,ꢃꢜ꣄ꢰꢿꢦꢠꣁ ꢒꢾꢬ꣄
மறை (ந்த்)  ,Disappear(int.),க3ம்ட3யி ஜா,ग्म्डयि जा,ꢔꢪ꣄ꢞꢫꢶ ꢙꢵ
மறை (த்த்)  ,hide,ஜ2கிலே,झकिल॑,ꢚꢒꢶꢭꢾ
மன்னி (த்த்)  ,forgive,க்ஷமொகேர்,क्षमा॑ केर,ꢒ꣄ꢰꢪꣁ ꢒꢿꢬ꣄
மாட்டு (இன்)  ,hook,ஸம்டாட்,सम्टाट्,ꢱꢪ꣄ꢜꢵꢜ꣄
மாய் (ந்த்)  / மாள் (ண்ட்)  ,Die(int.),மோர்,मोर्,ꢪꣂꢬ꣄
மாய் (த்த்)  ,Kill(tr.),மொராட்,मा॑राट्,ꢪꣁꢬꢵꢜ꣄
மாய் (ந்த்)  / மாள் (ண்ட்)  ,Die(int.),மோர்,मोर्,ꢪꣂꢬ꣄
மினுக்கு (இன்)  ,polish (tr.),மெருக்தே3,म॑रुक दे,ꢪꢾꢬꢸꢒ꣄ ꢣꢿ
மினுங்கு (இன்)  ,shine,ஜொலிஞ்சி,जा॑लिञ्चि,ꢙꣁꢭꢶꢛ꣄ꢗꢶ
மினுமினு (த்த்)  ,Twinkle(int),ஜொலி ஜொலிஞ்சி,जा॑लि जा॑लिञ्चि,ꢙꣁꢭꢶ ꢙꣁꢭꢶꢛ꣄ꢗꢶ
மீட்டு (இன்)  ,"tune, take back",மிட்டி/பி2ர்விகா2ட்,"मिट्टि, फिव्रिखाट्","ꢪꢶꢜ꣄ꢜꢶ, ꢧꢶꢮ꣄ꢬꢶꢓꢵꢜ꣄"
மீள் (ண்ட்)  ,Reverse/ get back,பி2ர்விகா2ட்,फिव्रिखाट्,ꢧꢶꢮ꣄ꢬꢶ ꢓꢵꢜ꣄
மீறு (இன்)  ,cross the limit,அத்3து3தொப்பி/ ஸீமொ உல்லங்கி4,"अद्दुता॑प्पि, सीमा॑ उल्लङ्घि","ꢂꢣ꣄ꢣꢸ ꢡꣁꢦ꣄ꢦꢶ, ꢱꢷꢪꣁ ꢆꢭ꣄ꢭꢖ꣄ꢕꢶ"
முக்கு (இன்)  ,dip/groan,பூ3ட்/பு3டா3ட்,"बूट्, बुडाट्","ꢨꢹꢜ꣄, ꢨꢸꢞꢜ꣄"
முக்குளி (த்த்)  ,Immerseto take pearl,ஸுந்து3ரும்பூ3ட்/ (ஸுந்து3ரும்) மொதி ஹேட்,"सुन्दुरुम बूट, (सुन्दुरुम) मा॑ति हेट","ꢱꢸꢥ꣄ꢣꢸꢬꢸꢪ꣄ꢨꢹꢜ꣄, (ꢱꢸꢥ꣄ꢣꢸꢬꢸꢪ꣄) ꢪꣁꢡꢶ ꢲꢿꢜ꣄"
முங்கு (இன்)  ,"drown, sink",பூ3ட்,बूट,ꢨꢹꢜ꣄
முட்டு (இன்)  ,butt,(தொ3ஸ்கொ ஹோர்) தி4க்கி,(दा॑स्का॑ होर) धिक्कि,(ꢣꣁꢱ꣄ꢒꣁ ꢲꣂꢬ꣄) ꢤꢶꢒ꣄ꢒꢶ
முடங்கு (இன்)  ,be paralysed,பொஸவாயும்போட்,पोसवायुम्पोट,ꢦꣁꢱꢮꢵꢫꢸꢪ꣄ꢦꣂꢜ꣄ 
முடி (ந்த்)  ,end (int.),முஸட்3ளே,मुसड्ळे,ꢪꢸꢱꢞꢳꢿ
முடி (த்த்)  ,complete (tr.),முஸாட்,मुसाट्,ꢪꢸꢱꢵꢜ꣄
முடுக்கு (இன்)  ,wind up,பி2ர்வி ஹிங்கா3ட்,फिव्रि हिङ्गाट्,ꢧꢶꢮ꣄ꢬꢶ ꢲꢶꢖ꣄ꢔꢵꢜ꣄
முணுமுணு (த்த்)  ,murmur,நொண்கி3,ना॑ण्गि,ꢥꣁꢠ꣄ꢔꢶ
முத்து (இன்)  ,kiss,சும்ப3னொ தே3/ சும்ப்3ளொ தே3,"चुम्बना॑ दे, चुम्ब्ळा॑ दे","ꢗꢸꢪ꣄ꢨꢥꣁ ꢣꢿ, ꢗꢸꢪ꣄ꢨꢳꣁ ꢣꢿ"
முதிர் (ந்த்)  ,ripen,பிக்கி,पिक्कि,ꢦꢶꢒ꣄ꢒꢶ
முந்து (இன்)  ,overtake,ஸொம்மர்சேட்/ஸொம்மர் ஜா,"स्म्मर्चेट, सोम्मर जा","ꢱꣁꢪ꣄ꢪꢬ꣄ꢗꢿꢜ꣄, ꢏꢱ꣄ꢪ꣄ꢪꢬ꣄ ꢙꢵ"
முயல் (ன்ற்)  ,try,யத்தன் கேர்/ எத்தன் கேர்/ ப்ரயத்னொ கேர்,"यत्तन केर,  एत्तन केर, प्रयत्ना॑ केर","ꢫꢡ꣄ꢡꢥ꣄ ꢒꢿꢬ꣄, ꢌꢡ꣄ꢡꢥ꣄ ꢒꢿꢬ꣄, ꢦ꣄ꢬꢫꢡ꣄ꢥꣁ ꢒꢿꢬ꣄"
முரண்(ட்)  ,contradict,பே4த் கேர்,भेत्केर,ꢩꢾꢡ꣄ ꢒꢿꢬ꣄
முழக்கு (இன்)  ,Resound(tr),கோ4ஷிஞ்சி,धोषिञ्चि,ꢕꣂꢰꢶꢛꢗꢶ꣄
முழங்கு (இன்)  ,shout,கோ4ஷம்தாய்,घोषम्ताय्,ꢕꣂꢰꢪ꣄ ꢡꢵꢫ꣄
முழி (த்த்)  ,blink,முக்குளிஞ்சி,मुक्कुलिञ्चि,ꢪꢸꢒ꣄ꢒꢸꢭꢶꢛꢗꢸ꣄
முழுங்கு (இன்)  ,swallow,மிங்கி3,मिङ्गि,ꢪꢶꢖ꣄ꢒꢶ
முளை (த்த்),"germinate, sprout",சிகுர் ஸோட்,चुगुर् सोट,ꢗꢸꢔꢸꢬ꣄ ꢱꣂꢜ꣄
முற்று (இன்)  ,be fully grown,முது3ர் ஹோ,मुदुर॑ हो,ꢪꢸꢣꢸꢬꢾ ꢲꣂ
முறி (ந்த்)  ,break (int.),மொட்3ளே/ முட3யி போட்,"मा॑ट्ळे, मुडयि पोट","ꢪꣁꢜꢳꢿ, ꢪꢸꢞꢫꢶ ꢦꣂꢜ꣄ "
முறி (த்த்)  ,break (tr.),மோட்3,मोट्,ꢪꣂꢜ꣄
முறுக்கு (இன்)  ,tighten (tr.),பி3கி3ஞ்சி,बिगिञ्चि,ꢦꢶꢨꢶꢛꢗꢶ꣄
முறுவலி (த்த்)  ,smile,முகுல்கனி ஹாஸ்/முகிலி ஹாஸ்/ கொம்ப்3ளொகனி ஹாஸ்,"मुकुल्कनि हास, मुकिलि हास, का॑म्बळा॑कनि हास","ꢪꢸꢒꢸꢭ꣄ꢒꢥꢶ ꢲꢵꢱ꣄, ꢪꢸꢒꢶꢭꢶ ꢲꢵꢱ꣄, ꢒꣁꢪ꣄ꢨ꣄ꢳꣁꢒꢥꢶ ꢲꢵꢱ꣄"
முறை (த்த்)  ,stare,கூ2ர்கனி ஸா,खूर्कनि सा,ꢓꢹꢬ꣄ꢒꢥꢶ ꢱꢵ
மூட்டு (இன்)  ,light,பெட்3வி,प॑ड्व,ꢦꢾꢞ꣄ꢮꢶ
மூடு (இன்)  ,"cover, close",ஜா2ய்,झाय्,ꢚꢵꢫ꣄
மூர்ச்சி (த்த்)  ,faint,மூஸள் லகி3 போட்,मूसळ् लगि पोट,ꢪꢹꢱꢭ꣄ ꢭꢔꢶꢦꣂꢜ꣄
மூழ்கு (இன்)  ,"sink, drown",பூ3ட்,बूट,ꢨꢹꢜ꣄
மூள்(ண்ட்)  ,start,ஹரும்ப3ம்கேர்,हरुम्बम्केर्,ꢲꢬꢸꢪ꣄ꢨꢪ꣄ ꢒꢿꢬ꣄
மெழுகு (இன்)  ,wiping (floor),ஸவ்ரி (பொ3ய்ஞ்),सव्रि (बोयञ्),ꢱꢮ꣄ꢬꢶ (ꢨꣁꢫ꣄ꢛ)꣄
மேய் (த்த்)  ,graze,சொர்வி,चा॑व्रि,ꢗꣁꢮ꣄ꢬꢶ
மேவு (இன்)  ,Move around,அஸ்கி போகும் உலாஸ் கேர்,अस्कि पोकुम उलास केर,ꢂꢱ꣄ꢒꢶꢦꣁꢒꢸꢪ꣄ ꢆꢭꢵꢱ꣄ ꢒꢿꢬ꣄
மொத்து (இன்)  ,beat,கு3த்3தி3,गुद्दि,ꢔꢸꢣ꣄ꢣꢶ
மொய் (த்த்)  ,"crowd, swarm",ஜெதொமீள்,ज॑ता॑मीळ,ꢙꢾꢡꣁꢪꢷꢳ꣄
மொழி (ந்த்)  ,say,ஸங்கி3,सङ्गि,ꢱꢖ꣄ꢔꢶ
மொள் (ண்ட்)  ,Take out water,மிஞ்சி,मिञ्चि,ꢪꢶꢛ꣄ꢗꢶ
மோ (ந்த்)  ,smell,ஹுங்கி3 ஸா,हुङ्गि सा,ꢲꢸꢖ꣄ꢔꢶ ꢱꢵ
மோது (இன்)  ,dash,தி4க்கி,धिक्कि,ꢤꢶꢒ꣄ꢒꢶ
யா (த்த்)  ,compose,ப4ந்தி3/  ராச்(கவிதொ),"भन्दि, राच (कविता॑)","ꢩꢥ꣄ꢣꢶ, ꢬꢵꢗ꣄ (ꢒꢮꢶꢡꣁ)"
யாசி (த்த்)  ,beg,பீ4க்3மாய்,भीग्माय्,ꢩꢷꢔ꣄ꢪꢵꢫ꣄
யூகி (த்த்)  ,guess,அனுமான் கேர்/ ஊஹனொ கேர்,"अनुमान्केर्, ऊहना॑ केर","ꢂꢥꢸꢪꢵꢥ꣄ ꢒꢿꢬ꣄, ꢇꢲꢥꣁ ꢒꢿꢬ꣄ "
யோசி (த்த்)  ,think,சிந்தொகேர்,चिन्ता॑ केर,ꢗꢶꢥ꣄ꢡꣁꢒꢿꢬ꣄
ரசி (த்த்)  ,enjoy,ரஸிஞ்சி/ரஸனொ கேர்,"रसिञ्चि, रसना॑ केर","ꢬꢱꢶꢛ꣄ꢗꢶ, ꢬꢱꢥꣁ ꢒꢿꢬ꣄"
லயி (த்த்)  ,involve (mind),லகி3ஞ்சி,लगिञ्चि,ꢭꢔꢶꢶꢛ꣄ꢗꢶ
வக்கரி (த்த்)  ,be crooked,வகு3ண்டபு3த்3தி4,वकुण्ट बुद्धि,ꢮꢒꢸꢠ꣄ꢜ ꢨꢸꢣ꣄ꢤꢶ
வகி (த்த்)  ,Assume (office),பத3வி க2ள்ளே,पदवि खळ्ळे,ꢦꢣꢮꢶ ꢓꢳ꣄ꢳꢿ
வகிர் (ந்த்)  ,Divide (int),பா4ங்கு3 கேர்,भाङ्गु केर,ꢩꢵꢖ꣄ꢔꢸ ꢒꢿꢬ꣄
வகு (த்த்)  ,Divide (tr),வடொ கேர்,वटा॑ केर्,ꢮꢜꣁ ꢒꢿꢬ꣄
வதக்கு (இன்),Stir in a pan (cooking),தேள்,तेळ्,ꢡꢿꢳ꣄ 
வதங்கு (இன்)  ,be roasted (lightly),பு4ஞ்ஜள்ளெ,भुञ्चळ्ळे,ꢩꢸꢛ꣄ꢗꢳ꣄ꢳꢿ
வசி (த்த்)  ,live,வாஸ் கேர்,वास्केर,ꢮꢵꢱ꣄ ꢒꢿꢬ꣄
வடி (ந்த்)  ,be strained (int.),ஒட்சயி ஜா,आ॑ट्चयि जा,ꢏꢜ꣄ꢗꢫꢶ ꢙꢵ
வடி (த்த்)  ,strain (tr.),ஒட்சி,आ॑ट्चि,ꢏꢜ꣄ꢗꢶ
வதை (த்த்)  ,torment,சித்ரவதொ4 கேர்,चित्रवधा॑ केर,ꢗꢶꢡ꣄ꢬꢮꢤꣁ ꢒꢿꢬ꣄
வரள் (ண்ட்)  ,Go dry (int),ஸுக்கி ஜா,सुक्कि जा,ꢱꢸꢒ꣄ꢒꢶ ꢙꢵ
வரி (த்த்)  ,select (boys and girls),வெக்கிஹேட்,व॑क्कि हेट्,ꢮꢾꢒ꣄ꢒꢶ ꢲꢿꢜ꣄
வருடு(இன்)  ,rub with hand,நி:னாட்3,न्हिनाड्,ꢥꢴꢶꢶꢥꢵꢞ꣄
வர்ணி (த்த்)  ,describe,வர்ணனொகேர்,वर्णना॑ केर,ꢮꢬ꣄ꢠꢥꣁ ꢒꢿꢬ꣄
வருத்து (இன்)  ,to give trouble,கெஷ்டம்கேர்,क॑ष्टम्केर,ꢒꢾꢰ꣄ꢜꢪ꣄ꢒꢿꢬ꣄
வருந்து (இன்)  ,Experience suffering,விசார் போட்,विचार्पोट्,ꢮꢶꢗꢵꢬ꣄ ꢦꣂꢜ꣄
வருவி (த்த்)  ,fetch,க2ள்ளி அவாட்,खळ्ळि अवाट,ꢓꢳ꣄ꢳꢶ ꢂꢮꢵꢜ꣄
வரை (ந்த்)  ,draw,சித்ரு லிகி2,चित्रु लिखि,ꢗꢶꢡ꣄ꢬꢸ ꢭꢶꢓꢶ
வலி (த்த்)  ,Pain(int),து3வ்னொ பொந்தி3,दुव्ना॑ पा॑न्दि,ꢣꢸꢮ꣄ꢥꣁ ꢦꣁꢥ꣄ꢣꢶ
வழங்கு (இன்)  ,Offer (gift),தே3 / ஜு2க்கு தே3,"दे, झुक्कु दे","ꢣꢿ, ꢚꢸꢒ꣄ꢒꢸ ꢣꢾ"
வளர் (ந்த்)  ,grow (int.),ஹோட்3,होड्,ꢲꣂꢞ꣄
வளர் (த்த்)  ,"bring up, grow (tr.)",ஹொடா3ட்,होडाट,ꢲꣂꢞꢵꢜ꣄
வனை (ந்த்)  ,make (pot),ரூப் கேர்,रूप केर,ꢬꢹꢦ꣄ ꢒꢿꢬ꣄
வாங்கு (இன்)  ,buy,கா2ட்3,खाड्,ꢓꢵꢞ꣄
வாய் (த்த்)  ,Get opportunity,ஸந்த3ர்பு4அப்3ப3ட்3ளே,सन्दर्भु अब्बड्ळे,ꢱꢥ꣄ꢣꢬ꣄ꢩꢸ ꢂꢨ꣄ꢨꢞ꣄ꢳꢿ
வார் (த்த்)  ,mould,ரூப்கார்/ ரூப் கேர்,"रूप्कार्,       रूप केर","ꢬꢹꢦ꣄ ꢒꢵꢬ꣄,   ꢬꢹꢦ꣄ ꢒꢿꢬ꣄"
வாழ் (ந்த்)  ,live,ஜீவ்,जीव्,ꢙꢷꢮ꣄
வாழ்த்து (இன்)  ,bless,நந்தி3,नन्दि,ꢥꢥ꣄ꢣꢶ
வாழ்வி (த்த்)  ,Make/ let live,ஜிவாட்,जिवाट्,ꢙꢶꢮꢵꢜ꣄
விடு (ட்)  ,leave,ஸோட்3,सोड्,ꢱꣂꢞ꣄
விடை (த்த்)  ,nose become big due to anger,(நாக்)ப2டி3ஞ்சி,(नाक) फडिञ्चि,(ꢥꢵꢒ꣄) ꢧꢞꢶꢛ꣄ꢗꢶ
விதி (த்த்)  ,command,ஆஜ்ஞொ தே3,आजञो दे,ꢃꢙ꣄ꢛꣁ ꢣꢿ
விம்மு (இன்)  ,sob,பு3ஸ்கிட்டி,बुस्किट्टि,ꢨꢸꢱ꣄ꢒꢶꢜ꣄ꢜꢶ
விய (ந்த்)  ,wonder,ஆஶ்சர்யுபோட்,आश्चर्यु पोट्,ꢃꢯ꣄ꢗꢬ꣄ꢫꢸ ꢦꣂꢜ꣄
வியர் (த்த்)  ,sweat,ஸெகொ3வூர்,स॑गा॑वूर्,ꢱꢾꢔꣁꢮꢹꢬ꣄
விரட்டு (இன்)  ,drive away,தொ3வ்டி3,दा॑व्टि,ꢣꣁꢮ꣄ꢜꢶ
விரவு (இன்)  ,mix,கவ்லி,कव्लि,ꢒꢮ꣄ꢭꢶ
விரி (ந்த்)  ,blossom (int.),பூ2ல்(v),फूल,ꢧꢹꢭ꣄
விலகு (இன்)  ,go away,தூ3ர் ஹோ,दूर हो,ꢣꢹꢬ꣄ ꢲꣂ
விவரி(த்த்)  ,explain,விவர் கேர்,विवर केर,ꢮꢶꢮꢬ꣄ ꢒꢾꢬ꣄
விவாதி (த்த்)  ,argue,விவாத்3,विवाद्,ꢮꢶꢮꢵꢣ꣄
விழி (த்த்)  ,Become aware,ஜாக்3ரதொ ஹோ,जाग्रता॑ हो,ꢙꢵꢔ꣄ꢬꢡꣁ ꢲꣂ
விழு (ந்த்)  ,fall,போட்3,पोड्,ꢦꣂꢞ꣄
விளாசு(இன்)  ,lash,ஹான் ஹான் மெனி ஹான்,"हाण हान,      म॑नि हान","ꢲꢵꢥ꣄ ꢲꢵꢥ,꣄    ꢪꢾꢥꢶ ꢲꢵꢥ꣄"
விளி (த்த்)  ,call,போ3வ்,बोव्,ꢨꣂꢮ꣄
விளை (ந்த்)  ,ripen,பிக்கி,पिक्कि,ꢦꢶꢒ꣄ꢒꢶ
விளைவி (த்த்)  ,cause to grow,பிக்காட்3,पिक्काड्,ꢦꢶꢒ꣄ꢒꢵꢞ꣄
விறுவிறு (த்த்)  ,be hasten,ஸெணம்,स॑णम्,ꢱꢾꢠꢪ꣄
விறை (த்த்)  ,Harden(tr),முது3ராட்,मुद्राट,ꢪꢸꢣꢸꢬꢵꢜ꣄
