Sourashtra Word,Hindi Pronunciation,Tamil Pronunciation,Roman Readable,Havard-Kyoto,IAST,IPA,Meaning English,Meaning Tamil
ꢗꢾꢮꢸꢛ꣄ꢗꢶ,च॑वुञ्चि,செவுஞ்சி,che'vunchi,cEvuJci,cĕvuñci,t͡ʃeʋuɲt͡ʃɪ,suck,சூப்பு (இன்)  
ꢥꢴꢵꢥ꣄ ꢲꣁ,न्हान्हा॑,நா:ன்ஹோ,nhaan ho',nhAn hO,nhān hŏ,n̪ɦɑːn̪ ɦo,become thin,சூம்பு (இன்)  
ꢗꢸꢜ꣄ꢜꢸꢬ꣄ ꢬꢴꢵ,चुट्टुर् र्हा,சுட்டுர்ரா:,chut't'ur rhaa,cuTTur rhA,cuṭṭur rhā,t͡ʃuʈʈuɾ ɾɦɑː,surround,சூழ்(ந்த்)  
ꢗꢾꢒ꣄ꢒꢶ,च॑क्कि,செக்கி,che'kki,cEkki,cĕkki,t͡ʃekkɪ,chop,செத்து (இன்)  
ꢟꢖ꣄ꢒꢶ,ढङ्कि,ட2ங்கி,d'hanki,DhaGki,ḍhaṅki,ɖʰəŋkɪ,carve,செதுக்கு (இன்)  
ꢱꢖ꣄ꢔꢶ,सङ्गि,ஸங்கி3,sangi,saGgi,saṅgi,s̪əŋgɪ,tell,செப்பு (இன்)  
ꢥꢵꢪ ꢙꢦꣁ ꢒꢿꢬ꣄,नाम जपा॑ केर,நாம ஜபொ கேர்,naama japo' ker,nAma japO ker,nāma japŏ ker,n̪ɑːmə d͡ʒəpo keːɾ,pray,செபி (த்த்)  
ꢦ꣄ꢬꢵꢬ꣄ꢢꢥꣁ ꢒꢿꢬ꣄,प्रार्थना॑ केर,ப்ரார்த2னொ கேர்,praarthano' ker,prArthanO ker,prārthanŏ ker,pɾɑːɾt̪ʰən̪o keːɾ,pray,செபி (த்த்)  
ꢙꢷꢬ꣄ꢠꢸꢲꣁ,जीर्णुहो,ஜீர்ணுஹோ,jeernuho',jIrNuhO,jīrṇuhŏ,d͡ʒiːɾɳuɦo,digest,செமி (த்த்)  
ꢒꢿꢬ꣄,केर्,கேர்,ker,ker,ker,keːɾ,do,செய் (த்)  
ꢙꢶꢬ꣄ꢪꢵꢥ꣄ ꢲꣂ,जिर्मान्हो,ஜிர்மான்ஹோ,jirmaan ho,jirmAn ho,jirmān ho,d͡ʒɪɾmɑːn̪ ɦoː,digest,செரி (த்த்)  
ꢪꣁꢥꣁ ꢒꢿꢬ꣄,मा॑ना॑ केर,மொனொ கேர்,mo'no' ker,mOnO ker,mŏnŏ ker,mon̪o keːɾ,sharpen,சீவு
ꢡꢸꢬꢵꢜ꣄,तुराट्,துராட்,turaat',turAT,turāṭ,t̪uɾɑːʈ,insert,செருகு (இன்)  
ꢕꢞꢶ ꢒꣁꢮ꣄ꢬꢶ,घडि का॑व्रि,க4டி3  கொவ்ரி,ghad'i ko'vri,ghaDi kOvri,ghaḍi kŏvri,gʰəɖɪ koʋɾɪ,calling attention by clearing throat,செருமு (இன்)  
ꢙꢵ,जा,ஜா,jaa,jA,jā,d͡ʒɑː,go,செல் (ன்ற்)  
ꢙꢮꢵꢜ꣄,जवाट,ஜவாட்,javaat',javAT,javāṭ,d͡ʒəʋɑːʈ,drive,செலுத்து (இன்)  
ꢣꣁꢮ꣄ꢞꢶ,दा॑व्डि,தொ3வ்டி3,do'vd'i,dOvDi,dŏvḍi,d̪oʋɖɪ,drive,செலுத்து (இன்)  
ꢤꢪꢵꢜ꣄,धमाट,த4மாட்,dhamaat',dhamAT,dhamāṭ,d̪ʰəmɑːʈ,drive,செலுத்து (இன்)  
ꢗꢸꢨꢶꢜ꣄ꢗꢸ ꢦꣁꢥ꣄ꢣꢶ,चुबिट्चुपा॓न्दि,சுபி3ட்சுபொந்தி3,chubit'chu po'ndi,cubiTcu pOndi,cubiṭcu pŏndi,t͡ʃubɪʈt͡ʃu pon̪d̪ɪ,prosper,செழி (த்த்)  
ꢗꢾꢬ꣄ꢗꢶ,च॑र्चि,செர்சி,che'rchi,cErci,cĕrci,t͡ʃeɾt͡ʃɪ,collect,கேகரி (த்த்)  
ꢆꢬꢵꢮ꣄ ꢒꢿꢬ꣄,उराव्केर्,உராவ்கேர்,uraav ker,urAv ker,urāv ker,uɾɑːʋ keːɾ,save,சேமி (த்த்)  
ꢙꢷꢗꢿꢬ꣄,जीचेर्,ஜீசேர்,jeecher,jIcer,jīcer,d͡ʒiːt͡ʃeːɾ,"join (int.), reach",சேர் (ந்த்)  
ꢗꢾꢬ꣄ꢗꢶ,च॑र्चि,செர்சி,che'rchi,cErci,cĕrci,t͡ʃeɾt͡ʃɪ,"join (tr.), attach",சேர் (த்த்)  
ꢦꢵꢄꢪ꣄ꢦꣁꢜ꣄,पाइम्पोट,பாஇ~ம்போட்,paaimpo't',pAimpOT,pāimpŏṭ,pɑːɪmpoʈ,worship,சேவி (த்த்)  
ꢪꢾꢖ꣄ꢔꢶ,म॑ङ्गि,மெங்கி3,me'ngi,mEGgi,mĕṅgi,meŋgɪ,be attracted,சொக்கு (இன்)  
ꢨꣁꢜ꣄ꢜꢸ ꢦꣂꢜ꣄,बा॑ट्टुपोट्,பொ3ட்டுபோட்,bo't't'u pot',bOTTu poT,bŏṭṭu poṭ,boʈʈu poːʈ,drop,சொட்டு (இன்)  
ꢗꢶꢞꢸꢒ꣄ꢒꢸ ꢡꢵꢫ꣄,चिडुक्कु ताय्,சிடு3க்குதாய்,chid'ukku taay,ciDukku tAy,ciḍukku tāy,t͡ʃɪɖukku t̪ɑːj,crack the finger,சொடக்கு (இன்)  
ꢧꢸꢭꢸ ꢦꣁꢮ꣄ꢱ꣄ꢦꣂꢜ꣄,फूलुपा॑व्स्पोट,பூ2லு பொவ்ஸ்போட்,phulu po'vspot',phulu pOvspoT,phulu pŏvspoṭ,pʰulu poʋs̪poːʈ,rain down (flowers),சொரி (ந்த்)  
ꢡꢸꢬꢵꢜ꣄,तुराट्,துராட்,turaat',turAT,turāṭ,t̪uɾɑːʈ,put in/insert,சொருகு (இன்)  
ꢡꢾꢜ꣄ꢜꢸ ꢪꢸꢜ꣄ꢜꢶ,त॑ट्टुमुट्टि,தெட்டுமுட்டி,te't't'u mut't'i,tETTu muTTi,tĕṭṭu muṭṭi,t̪eʈʈu muʈʈɪ,be deranged,தடுமாறு (இன்)  
ꢡꢾꢠ꣄ꢞꢥꣁ ꢣꢿ,त॑ण्डना॓ दे,தெ3ண்ட3னொதே3,te'nd'ano' de,tENDanO de,tĕṇḍanŏ de,t̪eɳɖən̪o d̪eː,punish,தண்டி (த்த்)  
ꢂꢠ꣄ꢗꢫꢶ ꢬꢴꢵ,अण्चयि र्हा,அண்சயி ரா:,anchayi rhaa,aNcayi rhA,aṇcayi rhā,əɳt͡ʃəjɪ ɾɦɑː,reduce (int.),தணி (ந்த்)  
ꢂꢠ꣄ꢗꢶ,अण्चि,அண்சி,anchi,aNci,aṇci,əɳt͡ʃɪ,reduce (tr.),தணி (த்த்)  
ꢡꢾꢡ꣄ꢡꢳꢶꢛ꣄ꢗꢶ,त॑त्तळिञ्चि,தெத்தளிஞ்சி,te'ttal'inchi,tEttaLiJci,tĕttal̤iñci,t̪et̪t̪əɭɪɲt͡ʃɪ,struggle for life,தத்தளி (த்த்)  
ꢡꢾꢭ꣄ꢒꢶ,त॑ल्कि,தெல்கி,te'lki,tElki,tĕlki,t̪elkɪ,overflow,ததும்பு (இன்)  
ꢡꣁꢨꢸꢛ꣄ꢗꢵꢜ꣄,ता॑बुञ्चाट,தொபு3ஞ்சாட்,to'bunchaat',tObuJcAT,tŏbuñcāṭ,t̪obuɲt͡ʃɑːʈ,Make one escape,தப்பி (த்த்)
ꢡꣁꢨꢸꢛ꣄ꢗꢶ,ता॑बिञ्चि,தொபி3ஞ்சி,to'bunchi,tObuJci,tŏbuñci,t̪obuɲt͡ʃɪ,escape,தப்பு (இன்)  
ꢦꢥ꣄ꢪꢭ꣄ꢒꢾ ꢦꣂꢜ꣄,पन्मल्क॑ पोट,பன்மல்கெ போட்,panmalke' pot',panmalkE poT,panmalkĕ poṭ,pən̪məlke poːʈ,hesitate,தயங்கு (இன்)  
ꢦꢱ꣄ꢡꣁꢒ꣄ꢒꢶ,पस्ता॑क्कि,பஸ்தொக்கி,pasto'kki,pastOkki,pastŏkki,pəs̪t̪okkɪ,hesitate,தயங்கு (இன்)  
ꢕꢭ꣄ꢭꢾ,घल्ले,க4ல்லே,ghalle',ghallE,ghallĕ,gʰəlle,wear,தரி (த்த்)  
ꢣꢬ꣄ꢰꢠꣁ ꢒꢿꢬ꣄,दर्षणा॑ केर,த3ர்ஷணொகேர்,darshano' ker,darSaNO ker,darṣaṇŏ ker,d̪əɾʂəɳo keːɾ,see (great person),தரிசி (த்த்)
ꢮꢶꢮꢵꢡ꣄ ꢒꢿꢬ꣄,विवात्केर्,விவாத்3கேர்,vivaat ker,vivAt ker,vivāt ker,ʋɪʋɑːt̪ keːɾ,argue,தருக்கி(த்த்)  
ꢨꣁꢮꢥ꣄ ꢤꢜ꣄ꢞꢾ,बोवन्धट्डे,பொ3வன்த4ட்டே3,bo'van dhat'd'e',bOvan dhaTDE,bŏvan dhaṭḍĕ,boʋən̪ d̪ʰəʈɖe,fetch,தருவி (த்த்)  
ꢣꣁꢨ꣄ꢨꢶ,दा॑ब्बि,தொ3ப்3பி3,do'bbi,dObbi,dŏbbi,d̪obbɪ,push,தள்ளு (இன்)  
ꢕꣁꢠꢖ꣄ꢒꣁꢠꢵꢫ꣄ ꢒꢿꢬ꣄,घोणङ्कोणाय् केर,கொ4ணங்கொணாய்கேர்,gho'nanko'naay ker,ghONaGkONAy ker,ghŏṇaṅkŏṇāy ker,gʰoɳəŋkoɳɑːj keːɾ,crawl,தவழ் (ந்த்)  
ꢏꢞ꣄ꢙꢵ,आ॑ड्जा,ஒட்3ஜா,o'd'jaa,ODjA,ŏḍjā,oɖd͡ʒɑː,fail,தவறு (இன்)  
ꢂꢭ꣄ꢭꢵꢜ꣄,अल्लाट्,அல்லாட்,allaat',allAT,allāṭ,əllɑːʈ,be distressed,தவி (த்த்)  
ꢥꢴꢷꢡ꣄ꢡꣁ ꢲꣁꢮꢵꢜ꣄,न्हीत्ता॑ हा॑वाट,நீ:த்தொஹொவாட்,nheetto' ho'vaat',nhIttO hOvAT,nhīttŏ hŏvāṭ,n̪ɦiːt̪t̪o ɦoʋɑːʈ,avoid,தவிர் (த்த்)  
ꢔꣁꢳ ꢔꣁꢳꢵꢜ꣄,गा॑ळ्गा॓ळाट्,கொ3ளகொ3ளாட்,go'l'a go'l'aat',gOLa gOLAT,gŏl̤a gŏl̤āṭ,goɭə goɭɑːʈ,"stammer from joy, love, etc.",தழுதழு (த்த்)  
ꢙꣁꢭꢶꢛ꣄ꢗꢶ,जा॑लिञ्चि,ஜொலிஞ்சி,jo'linchi,jOliJci,jŏliñci,d͡ʒolɪɲt͡ʃɪ,"dazzle, glitter",சொலி (த்த்)  
ꢓꢮ꣄ꢙꢶ,खव्जि,க2வ்ஜி,khavji,khavji,khavji,kʰəʋd͡ʒɪ,scratch,சொறி (த்த்)  
ꢦꢬꢷꢒ꣄ꢰꣁ ꢒꢿꢬ꣄,परीक्षो केर्,பரீக்ஷொகேர்,pareeksho' ker,parIkSO ker,parīkṣŏ ker,pəɾiːkʂo keːɾ,test,சோதி (த்த்)  
ꢗꣁꢒ꣄ꢒꢜ꣄ ꢲꣁ,चा॓क्कट हो,சொக்கட் ஹோ,cho'kkat' ho',cOkkaT hO,cŏkkaṭ hŏ,t͡ʃokkəʈ ɦo,be good,சோபி (த்த்)  
ꢱꢾꢥ꣄ꢡꢶ,स॑न्ति,ஸெந்தி,se'nti,sEnti,sĕnti,s̪en̪t̪ɪ,arrange,சோடி (த்த்)  
ꢯꢷꢥ꣄ ꢭꢒꢫ꣄ꢭꢾ,शीन्लकय्ले,ஶீன்லக3ய்லே,sheen lakayle',zIn lakaylE,śīn lakaylĕ,ʃiːn̪ ləkəjle,become tired,சோர் (ந்த்)  
ꢧꢸꢜ꣄ꢜꢶ ꢦꣂꢜ꣄,फुट्टि पोट,பு2ட்டி போட்,phut't'i pot',phuTTi poT,phuṭṭi poṭ,pʰuʈʈɪ poːʈ,collapse (int.),தகர் (ந்த்)  
ꢤ꣄ꢮꢪ꣄ꢯꢸ ꢲꣂ,धवम्शु हो,த்4வம்ஶு ஹோ,dhvamshu ho,dhvamzu ho,dhvamśu ho,d̪ʰʋəmʃu ɦoː,collapse (int.),தகர் (ந்த்)  
ꢩꣁꢞꢶꢡꢵꢫ꣄,फा॑डिताय्,பொ2டி3தாய்,bho'd'itaay,bhODitAy,bhŏḍitāy,bʰoɖɪt̪ɑːj,"demolish (tr,)",தகர் (த்த்)  
ꢩꣁꢔ ꢩꣁꢔꢫꢶ ꢬꢴꢵ,भा॑ग भा॑गयि र्हा,பொ4க3பொ4க3யி ரா:,bho'ga bho'gayi rhaa,bhOga bhOgayi rhA,bhŏga bhŏgayi rhā,bʰogə bʰogəjɪ ɾɦɑː,sizzle,தகி (த்த்)  
ꢡꢦꢫꢶ ꢬꢴꢵ,तपयि र्हा,தபயி ரா:,tapayi rhaa,tapayi rhA,tapayi rhā,t̪əpəjɪ ɾɦɑː,sizzle,தகி (த்த்)  
ꢡꢦꢫꢶ ꢬꢴꢵ,तपयि र्हा,,tapayi rhaa,tapayi rhA,tapayi rhā,t̪əpəjɪ ɾɦɑː,sizzle,தகி (த்த்)  
ꢬꢴꢷꢭꢿ,र्हीले,ரீ:லே,rheele,rhIle,rhīle,ɾɦiːleː,stay,தங்கு (இன்)  
ꢬꢴꢾꢫ꣄ꢭꢿ,र्ह॑य्ले,ரெ:ய்லே,rhe'yle,rhEyle,rhĕyle,ɾɦejleː,stay,தங்கு (இன்)  
ꢬꢴꢵ,र्हा,ரா:,rhaa,rhA,rhā,ɾɦɑː,stay,தங்கு (இன்)  
ꢡꢾꢜ꣄ꢜꢶ,त॑ट्टि,தெட்டி,te't't'i,tETTi,tĕṭṭi,t̪eʈʈɪ,knock,தட்டு (இன்)  
ꢭꢵꢮ꣄,लाव्,லாவ்,laav,lAv,lāv,lɑːʋ,smear,தடவு (இன்)  
ꢧꢸꢔ꣄ꢔꢶ,फुग्गि,பு2க்3கி3,phuggi,phuggi,phuggi,pʰuggɪ,swell,தடி (த்த்)  
ꢂꢮ꣄ꢞꣂꢦꣁꢜ꣄,अव्डा॑ पोट हिब्बाट,அவ்டொ3போட்,avd'opo't',avDopOT,avḍopŏṭ,əʋɖoːpoʈ,obstruct,தடு (த்த்)  
ꢲꢶꢨ꣄ꢨꢵꢞ꣄,अव्डा॑ पोट हिब्बाट,ஹிப்3பா3ட்3,hibbaad',hibbAD,hibbāḍ,ɦɪbbɑːɖ,obstruct,தடு (த்த்)  
ꢡꢾꢭ꣄ꢒꢫꢶ ꢙꢵ,त॑ल्कयि जा,தெல்கயி ஜா,te'lkayi jaa,tElkayi jA,tĕlkayi jā,t̪elkəjɪ d͡ʒɑː,overflow,தளும்பு (இன்)  
ꢒꢨꢶꢭꢿ,कबिले,கபி3லே,kabile,kabile,kabile,kəbɪleː,embrace,தழுவு (இன்)  
ꢃꢭꢶꢖ꣄ꢔꢥꣁ ꢒꢿꢬ꣄,आलिङ्गना॑ केर,ஆலிங்க3னொ கேர்,aalingano' ker,AliGganO ker,āliṅganŏ ker,ɑːlɪŋgən̪o keːɾ,embrace,தழுவு (இன்)  
ꢦꣁꢜꢭꢶ ꢩꢥ꣄ꢣꢶꢭꢿ,पा॑टलि भन्दिले,பொடலி ப4ந்தி3லே,po't'ali bhandile,pOTali bhandile,pŏṭali bhandile,poʈəlɪ bʰən̪d̪ɪleː,embrace,தழுவு (இன்)  
ꢗꢸꢨꢶꢜ꣄ꢗꢸꢒꢥ꣄ ꢬꢴꢵ,चुबिट्चुकन् र्हा,சுபி3ட்சுகன் ரா:,chubit'chukan rhaa,cubiTcukan rhA,cubiṭcukan rhā,t͡ʃubɪʈt͡ʃukən̪ ɾɦɑː,flourish,தழை (த்த்)  
ꢣꣁꢨ꣄ꢨꢶ,दा॑ब्बि,தொ3ப்3பி3,do'bbi,dObbi,dŏbbi,d̪obbɪ,push,தள்ளு (இன்)  
ꢙꣁꢭꢶꢛ꣄ꢗꢶ,जा॑लिञ्चि,ஜொலிஞ்சி,jo'linchi,jOliJci,jŏliñci,d͡ʒolɪɲt͡ʃɪ,shine,தளதள (த்த்)  
ꢤꢶꢭ꣄ꢭꣁ ꢦꣂꢜ꣄,धिल्ला॓ पोट्,தி4ல்லொபோட்,dhillo' pot',dhillO poT,dhillŏ poṭ,d̪ʰɪllo poːʈ,get loose,தளர் (ந்த்)  
ꢤꢶꢭ꣄ꢭꣁ ꢒꢿꢬ꣄,धिल्ला॓ केर्,தி4ல்லொகேர்,dhillo' ker,dhillO ker,dhillŏ ker,d̪ʰɪllo keːɾ,loosen,தளர்த்து (இன்)  
ꢗꢶꢒꢸꢥ꣄,चिकुर,சிகுர்,chikun,cikun,cikun,t͡ʃɪkun̪,sprout out,தளிர் (த்த்)  
ꢪꢸꢒꢸꢬ꣄,मुकुर्,முகுர்,mukur,mukur,mukur,mukuɾ,sprout out,தளிர் (த்த்)  
ꢂꢖ꣄ꢒꢸꢬ꣄,अङ्कुर,அங்குர்,ankur,aGkur,aṅkur,əŋkuɾ,sprout out,தளிர் (த்த்)  
ꢗꢾꢒ꣄ꢒꢶ,च॑क्कि,செக்கி,che'kki,cEkki,cĕkki,t͡ʃekkɪ,cut,தறி (த்த்)  
ꢏꢠ꣄ꢜꢶꢒꢥ꣄ ꢬꢴꢵ,आ॑ण्टिकन र्हा,ஒண்டிகன்ரா:,o'nt'ikan rhaa,ONTikan rhA,ŏṇṭikan rhā,oɳʈɪkən̪ ɾɦɑː,be alone,தனி (த்த்)  
ꢣꢿ,दे,தே3,de,de,de,d̪eː,give,தா (ந்த்)  
ꢲꢵꢥ꣄,हान्,ஹான்,haan,hAn,hān,ɦɑːn̪,attack,தாக்கு (இன்)  
ꢕꢵꢪ꣄ ꢡꢵꢫ꣄,घाम्ताय,கா4ம்தாய்,ghaam taay,ghAm tAy,ghām tāy,gʰɑːm t̪ɑːj,attack,தாக்கு (இன்)  
ꢃꢒ꣄ꢬꢪꢥꣁ ꢒꢿꢬ꣄,आक्रमना॑ केर,ஆக்ரமனொ கேர்,aakramano' ker,AkramanO ker,ākramanŏ ker,ɑːkɾəmən̪o keːɾ,attack,தாக்கு (இன்)  
ꢱꢮꢥ꣄ꢒꢾꢬ꣄ꢭꢿ,सवन्क॑र्ले,ஸவன்கெர்லே,savanke'rle,savankErle,savankĕrle,s̪əʋən̪keɾleː,bear,தாங்கு (இன்)  
ꢮꢲꢶꢭꢾ,वहिले,வஹிலே,vahile',vahilE,vahilĕ,ʋəɦɪle,bear,தாங்கு (இன்)  
ꢣꢵꢜ꣄,दाट,தா3ட்,daat',dAT,dāṭ,d̪ɑːʈ,cross,தாண்டு (இன்)  
ꢬꢴꢒ꣄ꢒꢶ,र्हक्कि,ர:க்கி,rhakki,rhakki,rhakki,ɾɦəkkɪ,Wait,தாமசி (த்த்)  
ꢡꢪꢱ꣄ꢒꢿꢬ꣄,तमस्केर,தமஸ் கேர்,tamasker,tamasker,tamasker,t̪əməs̪keːɾ,Wait,தாமசி (த்த்)  
ꢱ꣄ꢢꢶꢬꣁ ꢒꢿꢬ꣄,स्थिरा॓ केर,ஸ்தி2ரொ கேர்,sthiro' ker,sthirO ker,sthirŏ ker,s̪t̪ʰɪɾo keːɾ,Wait,தாமசி (த்த்)  
ꢡꢪꢱ꣄ꢒꢿꢬ꣄,तमस्केर,தமஸ் கேர்,tamasker,tamasker,tamasker,t̪əməs̪keːɾ,delay,தாமதி (த்த்)  
ꢆꢭ꣄ꢭꢖ꣄ꢔꢶ,उल्लङ्गि,உல்லங்கி3,ullangi,ullaGgi,ullaṅgi,ulləŋgɪ,leap,தாவு (இன்)  
ꢚꢵꢖ꣄ꢔꢶ,झाङ्गि,ஜா2ங்கி3,jhaangi,jhAGgi,jhāṅgi,d͡ʒʰɑːŋgɪ,leap,தாவு (இன்)  
ꢓꢵꢭ꣄ꢙꢵ,खाल्जा,கா2ல் ஜா,khaaljaa,khAljA,khāljā,kʰɑːld͡ʒɑː,become low,தாழ் (ந்த்)  
ꢓꢵꢭ꣄ꢒꢿꢬ꣄,खाल्केर्,கா2ல்கேர்,khaalker,khAlker,khālker,kʰɑːlkeːɾ,lower,தாழ்த்து (இன்)  
ꢧꣁꢠ꣄ꢠꢶ ꢣꢾ,फा॑ण्णि दे,பொ2ண்ணி தே3,pho'nni de',phONNi dE,phŏṇṇi dĕ,pʰoɳɳɪ d̪e,seasoning,தாளி (த்த்)  
ꢡꢶꢒ꣄ꢒꢶ ꢮꢡ꣄ꢡꣁ ꢒꢿꢬ꣄,तिक्कि वत्ता॑ केर,திக்கி வத்தொ கேர்,tikki vatto' ker,tikki vattO ker,tikki vattŏ ker,t̪ɪkkɪ ʋət̪t̪o keːɾ,stammer,திக்கு (இன்)  
ꢓ꣄ꢫꢵꢣꢶ ꢦꣁꢥ꣄ꢣꢶ,ख्यादि पा॑न्दि,க்2யாதி3 பொந்தி3,khyaadi po'ndi,khyAdi pOndi,khyādi pŏndi,kʰjɑːd̪ɪ pon̪d̪ɪ,to become famous,திகழ் (ந்த்)  
ꢒꢷꢬ꣄ꢡꢶ ꢦꣁꢥ꣄ꢣꢶ,कीर्ति पा॑न्दि,கீர்தி பொந்தி3,keerti po'ndi,kIrti pOndi,kīrti pŏndi,kiːɾt̪ɪ pon̪d̪ɪ,to become famous,திகழ் (ந்த்)  
ꢨꢾꢣꢶꢬ꣄,ब॑दिर,பெ3தி3ர்,be'dir,bEdir,bĕdir,bed̪ɪɾ,stun,திகை (த்த்)  
ꢔꢵꢭ꣄ꢞꢾ,गाल्डे,கா3ள்டே3,gaald'e',gAlDE,gālḍĕ,gɑːlɖe,scold,திட்டு (இன்)  
ꢨꢾꢣꢶꢬ꣄,ब॑दिर,பெ3தி3ர்,be'dir,bEdir,bĕdir,bed̪ɪɾ,Be astonished,திடுக்கிடு (ட்)  
ꢂꢭ ꣄ꢦꣁꢥ꣄ꢣꢶ,अल पा॑न्दि,அல்பொந்தி3,ala po'ndi,ala pOndi,ala pŏndi,ələ pon̪d̪ɪ,Be at a loss,திண்டாடு (இன்)  
ꢲꢸꢨ꣄ꢨꢱ꣄,हुब्बस,ஹுப்3ப3ஸ்,hubbas,hubbas,hubbas,ɦubbəs̪,be choked,திணறு (இன்)  
ꢡꢶꢠ꣄ꢗꢶ,तिण्चि,திண்சி,tinchi,tiNci,tiṇci,t̪ɪɳt͡ʃɪ,stuff,திணி (த்த்)  
ꢩꣁꢬ꣄ꢮꢶ,भा॑र्वि,பொ4ர்வி,bho'rvi,bhOrvi,bhŏrvi,bʰoɾʋɪ,stuff,திணி (த்த்)  
ꢔꢸꢳ꣄ꢳꢾ ꢲꢵꣂ,गुळ्ळ॑ हो,கு3ள்ளெ ஹோ,gul'l'e' haao,guLLE hAo,gul̤l̤ĕ hāo,guɭɭe ɦɑːoː,be sweet,தித்தி (த்த்)  
ꢧꢶꢬ꣄ꢮꢶ,फिव्रि,பி2ர்வி,phirvi,phirvi,phirvi,pʰɪɾʋɪ,turn (tr.),திருப்பு (இன்)  
ꢧꢶꢬ꣄,फीर,பீ2ர்,phir,phir,phir,pʰɪɾ,turn (int.),திரும்பு (இன்)  
ꢤ꣄ꢫꢥ꣄ ꢒꢿꢬ꣄꣄,ध्यान्केर्,த்4யான் கேர்,dhyan ker,dhyan ker,dhyan ker,d̪ʰjən̪ keːɾ,meditate,தியானி (த்த்)  
ꢧꢶꢬ꣄ꢮꢶ,फिर्वि,பி2ர்வி,phirvi,phirvi,phirvi,pʰɪɾʋɪ,turn (nut),திருக்கு (இன்)  
ꢧꢶꢬ꣄ꢮꢶ,फिर्वि,பி2ர்வி,phirvi,phirvi,phirvi,pʰɪɾʋɪ,turn (nut),திருகு (இன்)  
ꢐꢒ꣄ ꢒꢿꢬ꣄,आ॑क केर,ஓக் கேர்,ok ker,ok ker,ok ker,oːk keːɾ,collect,திரட்டு (இன்)  
ꢙꢾꢡꣁ ꢒꢿꢬ꣄,ज॑ता॑ केर,ஜெதொ கேர்,je'to' ker,jEtO ker,jĕtŏ ker,d͡ʒet̪o keːɾ,collect,திரட்டு (இன்)  
ꢔꢸꢪ꣄ꢦꢶ,गुम्पि,கு3ம்பி,gumpi,gumpi,gumpi,gumpɪ,collect,திரட்டு (இன்)  
ꢦꢷꢳ꣄,पीळ्,பீள்,peel',pIL,pīl̤,piːɭ,twist,திரி (த்த்)  
ꢱꢾꢬ꣄ꢒꣁ ꢒꢿꢬ꣄,सेर्का॑ केर,ஸெர்கொ கேர்,se'rko' ker,sErkO ker,sĕrkŏ ker,s̪eɾko keːɾ,correct (tr.),திருத்து (இன்)  
ꢱꢾꢬ꣄ꢒꣁ ꢲꣂ,सेर्का॑ हो,ஸெர்கொ ஹோ,se'rko' ho,sErkO ho,sĕrkŏ ho,s̪eɾko ɦoː,correct (int.),திருந்து (இன்)  
ꢱꣁꢪ꣄ꢦꢶ,सा॑म्पि,ஸொம்பி,so'mpi,sOmpi,sŏmpi,s̪ompɪ,to become very happy,திளை (த்த்) 
ꢱꢥ꣄ꢡꢸꢰ꣄ꢜꢶ,सन्तुष्टि,ஸந்துஷ்டி,santusht'i,santuSTi,santuṣṭi,s̪ən̪t̪uʂʈɪ,to become very happy,திளை (த்த்) 
ꢲꢸꢔꢸꢞ꣄,हुगुड,ஹுகு3ட்3,hugud',huguD,huguḍ,ɦuguɖ,open,திற (ந்த்)  
ꢓꢵ,खा,கா2,khaa,khA,khā,kʰɑː,eat tiffin,தின் (ற்)  
ꢗꢶꢡ꣄ꢬꢸ ꢒꢿꢬ꣄,चित्रु केर,சித்ரு கேர்,chitru ker,citru ker,citru ker,t͡ʃɪt̪ɾu keːɾ,"paint, sharpen",தீட்டு (இன்)  
ꢤꢿꢬ꣄,धेर्,தே4ர்,dher,dher,dher,d̪ʰeːɾ,touch,தீண்டு (இன்)  
ꢙꢭꢵꢜ꣄,जलाट,ஜளாட்,jalaat',jalAT,jalāṭ,d͡ʒəlɑːʈ,burn,தீய (த்த்)  
ꢡꢶꢬꢫꢶ ꢙꢵ,तिरयि जा,திரயி ஜா,tirayi jaa,tirayi jA,tirayi jā,t̪ɪɾəjɪ d͡ʒɑː,finish (int.),தீர் (ந்த்)  
ꢡꢶꢬ꣄ꢗꢶ,तिर्चि,திர்சி,tirchi,tirci,tirci,t̪ɪɾt͡ʃɪ,finish (tr.),தீர் (த்த்)  
ꢡꢶꢬ꣄ꢪꢵꢥ꣄ ꢒꢾꢬ꣄,तिर्मान्केर्,திர்மான்கேர்,tirmaan ke'r,tirmAn kEr,tirmān kĕr,t̪ɪɾmɑːn̪ keɾ,decide,தீர்மானி (த்த்)  
ꢪꢾꢬ꣄ꢦꢸꢭ꣄ ꢒꢿꢬ꣄,म॑र्पुल केर,மெர்புல் கேர்,me'rpul ker,mErpul ker,mĕrpul ker,meɾpul keːɾ,polish,தீற்று (இன்)  
ꢥꢶꢛ꣄ꢗꢶ,निञ्जि,நிஞ்ஜி,ninchi,niJci,niñci,n̪ɪɲt͡ʃɪ,sleep,துஞ்சு (இன்)  
ꢲꣁꢖ꣄ꢔꢸ ꢂꢮꢞ꣄ꢳꢿ,होङ्गु अवड्ळ॑,ஹோங்கு3 அவட்3ளே,ho'ngu avad'l'e,hOGgu avaDLe,hŏṅgu avaḍl̤e,ɦoŋgu əʋəɖɭeː,sleep,துஞ்சு (இன்)  
